PetID,Name,Type,Age Years,Primary Breed,Secondary Breed,Gender,Primary Color,Secondary Color,Tertiary Color,Maturity Size,FurLength,Vaccinated,Spayed,Health,Quantity,Fee,Zip Code,Video Amt,Photo Amt,Adopted ,Days to Adoption,Adoption Date
dbf579546,Sunny,dog,2,Mixed Breed,,Female,Brown,,,medium,short,no,no,healthy,1,0,92104,0,4,NO,,
dbf8ba091,Sugarbun Kitten  @Damansara!!,cat,3,Domestic Medium Hair,,Male,White,,,medium,medium,unknown,unknown,healthy,1,0,92104,0,1,YES,1,12/4/2019
dbfb1869f,Phoebe,dog,3,Dalmatian,Mixed Breed,Female,Black,Yellow,,medium,short,no,no,healthy,1,0,92104,0,3,YES,28,12/5/2019
dc0ee2c73,Trixie,cat,2,Domestic Short Hair,,Female,White,,,medium,short,no,no,healthy,1,0,92111,0,0,NO,,
dc1b809db,Tuesday,dog,2,Mixed Breed,Terrier,Female,Black,White,,medium,medium,no,no,healthy,1,0,92104,0,7,YES,14,12/6/2019
dc1c9f8d5,Pebbles & Pepper,dog,2,Mixed Breed,,Female,Black,,,large,short,yes,no,healthy,2,0,92104,1,3,NO,,
dc1d76def,Xena,cat,7,Domestic Short Hair,,Female,Black,Brown,White,small,short,yes,yes,healthy,1,0,92104,0,3,NO,,
dc2354851,Aboo,cat,18,Domestic Long Hair,,Male,Gray,White,,medium,long,yes,yes,healthy,1,500,92118,0,0,NO,,
dc23feccc,,cat,2,Domestic Medium Hair,Domestic Medium Hair,Male,Black,Brown,Yellow,medium,medium,no,no,healthy,2,0,92104,0,5,YES,2,12/7/2019
dc2ae1787,Booncit,cat,18,Domestic Short Hair,,Male,Brown,White,,large,short,yes,yes,healthy,1,0,92102,0,1,NO,,
dc39b80f6,Kitty 12,cat,2,Domestic Short Hair,,Female,Black,White,,medium,short,no,no,healthy,1,0,92102,0,2,YES,3,12/8/2019
dc40c2612,Kitten 2,cat,1,Domestic Short Hair,,Male,Black,White,,small,short,no,no,healthy,1,0,92104,0,1,NO,,
dc4e92b83,Missy,dog,3,Mixed Breed,,Female,Black,,,small,medium,unknown,no,healthy,1,0,92102,0,2,YES,25,12/9/2019
dc549e010,Messy,cat,3,Domestic Medium Hair,,Female,Brown,Yellow,White,medium,medium,no,no,healthy,2,0,92102,0,2,YES,17,12/10/2019
dc56ff89a,June June,dog,5,Mixed Breed,Mixed Breed,Female,Brown,,,medium,medium,yes,no,healthy,1,0,92104,0,3,NO,,
dc589864d,Hope,dog,5,Mixed Breed,,Female,Black,Brown,,large,short,yes,no,healthy,1,0,92101,0,3,NO,,
dc76a1735,Cute Kitty In Damansara!!,cat,1,Domestic Medium Hair,,Female,Black,White,,medium,medium,no,no,healthy,1,0,92104,0,1,YES,6,12/11/2019
dc76d9fa5,Defne,dog,1,Mixed Breed,,Female,Cream,White,,medium,medium,no,no,healthy,1,0,92104,0,10,YES,20,12/12/2019
dc8359e75,Baby,dog,2,Mixed Breed,,Male,Yellow,,,medium,short,no,no,healthy,1,0,92102,0,2,YES,20,12/13/2019
dc88ebe46,2 Cute Mix Breed Cats,cat,7,Domestic Short Hair,,Female,Gray,White,,medium,short,no,unknown,healthy,2,0,92104,0,3,NO,,
dc8caa6d2,Blackie,dog,3,Mixed Breed,,Female,Black,,,medium,short,yes,no,healthy,1,0,92104,0,12,YES,48,12/14/2019
dc94a986f,Trish,dog,2,Mixed Breed,,Female,Brown,White,,medium,short,no,no,healthy,1,0,92104,0,3,YES,10,12/15/2019
dc9557824,Fluffy Luna,cat,12,Domestic Medium Hair,,Female,Black,Brown,,medium,medium,no,yes,healthy,1,0,92104,0,3,YES,50,12/16/2019
dc996a1a4,â¡Latteâ¡ ( Video-Toilet Trained ),dog,2,Mixed Breed,,Male,Cream,,,medium,short,yes,no,healthy,1,0,92104,1,5,YES,15,12/17/2019
dc99804de,"Dusty, Angel And Bruno",cat,2,Siamese,Domestic Medium Hair,Female,Black,Brown,Cream,small,medium,no,no,healthy,3,0,92104,0,5,YES,1,12/18/2019
dcaae830b,Labrador MixâLiamLiam,dog,6,Labrador Retriever,Mixed Breed,Male,Brown,,,medium,short,unknown,yes,healthy,1,8,92104,0,3,YES,2,12/19/2019
dcb0314b0,,cat,2,Domestic Short Hair,,Female,Yellow,Gray,White,small,short,unknown,unknown,healthy,3,0,92104,0,5,YES,73,12/20/2019
dcb42ee1e,Clara,dog,2,Mixed Breed,,Female,Black,Brown,,medium,medium,no,no,healthy,1,0,92104,0,4,YES,1,12/21/2019
dcba09ff1,Sun Light,cat,4,Siamese,,Female,Brown,White,,small,short,no,no,healthy,1,0,92102,0,2,YES,1,12/22/2019
dcc0d8482,Marble,cat,5,Domestic Medium Hair,Bengal,Male,Black,Brown,,medium,medium,no,no,healthy,1,150,92104,0,3,YES,18,12/23/2019
dcc316599,Ricky,cat,3,Domestic Long Hair,Persian,Male,Yellow,,,medium,long,no,no,healthy,1,700,92104,0,2,YES,14,12/23/2019
dcc43d4ab,,cat,3,Domestic Short Hair,,Female,Black,White,,large,short,no,no,healthy,1,0,92101,0,3,YES,20,12/21/2019
dcc58b6ba,Little White,dog,10,Jack Russell Terrier,,Female,Brown,White,,small,short,yes,no,healthy,1,50,92107,0,2,NO,,
dcd0002db,Bobo,dog,0,Rottweiler,,Female,Black,,,large,medium,unknown,unknown,minor injury,1,0,92102,0,1,NO,,
dcd70e1e3,Brown Sugar,dog,2,Mixed Breed,,Female,Brown,,,medium,short,yes,no,healthy,1,0,92104,0,1,YES,27,12/26/2019
dcd7102d9,SAFA And The Kids,cat,12,Domestic Short Hair,,Female,Brown,Gray,White,small,short,no,no,healthy,3,0,92104,0,5,NO,,
dcd8e75d3,Qu,dog,0,Mixed Breed,,Female,Black,,,medium,medium,yes,no,healthy,1,0,92101,0,2,YES,81,12/27/2019
dcd93c794,ADAM,dog,10,Mixed Breed,Mixed Breed,Male,Black,Brown,,large,short,yes,yes,healthy,1,0,92104,0,4,NO,,
dcdb6907c,2F,dog,1,Mixed Breed,Mixed Breed,Female,Black,Brown,,medium,medium,no,no,healthy,1,0,92104,0,2,YES,51,12/28/2019
dce01bb7e,,dog,6,Mixed Breed,,Female,Brown,,,medium,short,no,no,healthy,1,0,92102,0,1,NO,,
dce0ccf91,Lily Girl,cat,1,Domestic Medium Hair,,Female,Black,Gray,White,small,short,no,no,healthy,1,0,92102,0,11,YES,65,12/29/2019
dcecf2ba5,Stray #3,cat,1,Domestic Short Hair,,Female,Black,Golden,White,medium,short,no,no,healthy,1,0,92104,0,4,YES,19,10/1/2019
dcefbb974,BooBoo,cat,22,Domestic Short Hair,,Male,Black,Brown,White,medium,short,yes,yes,healthy,1,0,92104,0,4,NO,,
dcf17ac48,Yogi Boy,dog,4,Labrador Retriever,Mixed Breed,Male,Black,,,medium,short,yes,yes,healthy,1,0,92104,0,11,YES,9,10/2/2019
dcf366e02,Slumber,dog,1,Mixed Breed,,Female,Black,Brown,Cream,small,medium,no,no,healthy,1,0,92104,0,4,YES,28,10/3/2019
dd015cd22,Miss Poppy,dog,3,Labrador Retriever,Mixed Breed,Female,Black,,,medium,short,yes,yes,healthy,1,0,92118,0,3,YES,16,10/4/2019
dd056b65a,Mylo,cat,10,Domestic Short Hair,,Male,Brown,White,,medium,short,no,yes,healthy,1,5,92104,0,3,YES,1,10/5/2019
dd065921b,Angel,cat,5,Domestic Short Hair,,Female,Gray,White,,small,short,yes,yes,healthy,1,70,92104,0,5,YES,1,10/6/2019
dd0b58409,Casper And Caspian,cat,1,Domestic Short Hair,,Male,Gray,,,medium,short,yes,no,healthy,2,0,92104,0,1,YES,15,10/7/2019
dd13b36c6,Cow Girl,dog,5,Mixed Breed,,Female,Black,Brown,White,medium,short,yes,no,healthy,1,0,92102,0,1,YES,20,10/8/2019
dd2452dfa,Tommy The Panther,cat,4,Domestic Short Hair,,Male,Black,,,medium,short,no,no,healthy,1,0,92104,0,3,NO,,
dd308e46b,Petit Tom,cat,7,Siamese,,Male,Black,White,,medium,medium,yes,no,healthy,1,0,92104,0,2,YES,1,10/9/2019
dd365668d,Scoopy,dog,4,Mixed Breed,,Male,Brown,,,medium,medium,yes,no,healthy,1,0,92104,0,1,YES,35,10/10/2019
dd36ab692,Chanel,dog,2,Mixed Breed,,Female,Black,,,medium,short,no,no,healthy,1,20,92111,0,1,YES,8,10/11/2019
dd3856456,Mi Cai 2,cat,1,Bearded Collie,Bearded Collie,Male,Black,Golden,Gray,medium,short,no,no,healthy,5,0,92102,0,5,YES,81,10/12/2019
dd38f7a48,Chester,dog,8,Mixed Breed,,Male,Yellow,Cream,,large,short,yes,yes,healthy,1,80,92104,0,2,NO,,
dd3c902ae,Krysta,dog,2,Mixed Breed,,Female,Black,Brown,White,medium,medium,yes,no,healthy,1,40,92111,0,1,YES,18,10/13/2019
dd4196a55,Kitten (Foxy),cat,3,Domestic Short Hair,,Female,Black,White,,small,short,no,no,healthy,1,0,92102,0,1,YES,8,10/14/2019
dd42b35eb,Cc,dog,2,Mixed Breed,Mixed Breed,Female,Brown,,,medium,medium,yes,no,healthy,1,0,92104,0,1,YES,7,10/15/2019
dd55841d4,Puppy,dog,1,Mixed Breed,Mixed Breed,Male,Golden,,,medium,medium,yes,no,healthy,1,0,92104,0,1,YES,37,10/16/2019
dd579722a,Cutie,dog,2,Mixed Breed,,Male,Brown,White,,medium,short,no,no,healthy,1,0,92104,0,1,YES,2,10/17/2019
dd5f93066,Summer,cat,2,Domestic Short Hair,,Female,Brown,Cream,,small,short,yes,no,healthy,1,0,92104,0,2,YES,31,10/18/2019
dd62a2e7f,Pick Me ! Watch My Video Clips,cat,3,Domestic Short Hair,,Female,Black,White,,medium,short,yes,yes,healthy,1,0,92102,1,1,NO,,
dd6cb40d8,Brownie The Puppy,dog,2,Mixed Breed,Mixed Breed,Female,Brown,,,large,short,no,no,healthy,1,0,92102,0,5,NO,,
dd79180bc,Putih Kontot,cat,2,Turkish Van,Domestic Short Hair,Male,White,,,small,short,no,no,healthy,1,50,92104,0,2,NO,,
dd7ad37e7,âª GERBERA âª,cat,6,Domestic Short Hair,,Female,Yellow,,,small,short,yes,yes,healthy,1,200,92107,0,6,NO,,
dd8f63c0b,Junior Sweetie,cat,1,Oriental Short Hair,,Female,Brown,Golden,White,medium,short,yes,no,healthy,1,0,92104,0,8,YES,62,10/19/2019
dd9bf8c28,Bobo,dog,2,Mixed Breed,,Male,Black,White,,medium,short,no,no,healthy,1,0,92104,0,1,NO,,
dd9ee4a38,Ron Weasley & Harry Potter,dog,3,Mixed Breed,German Shepherd Dog,Male,Black,Brown,,medium,short,no,no,healthy,2,0,92104,3,8,YES,12,10/20/2019
dda9d6e6a,Tookins,cat,2,Domestic Short Hair,,Female,Black,Yellow,White,small,short,no,no,healthy,1,0,92104,4,13,YES,32,10/21/2019
ddafef3c4,Trinky,cat,10,Tabby,,Male,Black,White,,small,short,yes,unknown,healthy,1,0,92104,0,3,YES,42,10/22/2019
ddb881657,Huckjam,cat,4,Domestic Short Hair,,Male,Golden,,,medium,short,yes,yes,healthy,1,100,92104,0,2,YES,30,10/23/2019
ddb8bed60,Prince,cat,3,Domestic Short Hair,,Male,Gray,White,,medium,short,unknown,unknown,healthy,1,0,92104,0,8,YES,3,10/24/2019
ddb95945a,Monkey 2.0,cat,3,Domestic Short Hair,Domestic Medium Hair,Male,Black,White,,small,short,yes,no,healthy,1,30,92104,0,4,YES,4,10/25/2019
ddbb99929,No Name,dog,0,White German Shepherd,,Female,White,,,medium,medium,unknown,unknown,healthy,1,100,92104,0,3,YES,64,10/26/2019
ddc2e31c0,Tanjung,cat,12,Domestic Medium Hair,,Female,Black,Gray,White,medium,medium,yes,yes,healthy,1,0,92104,0,1,YES,70,10/27/2019
ddc3af1ee,Ham Ham,cat,2,Domestic Medium Hair,,Male,Brown,White,,small,medium,no,no,healthy,1,0,92111,0,2,YES,59,10/28/2019
ddc628647,...,dog,1,Mixed Breed,,Female,Brown,Golden,,medium,short,no,no,healthy,1,150,92102,0,1,YES,21,10/29/2019
ddc94666d,Baloo,dog,6,Mixed Breed,,Female,Black,,,medium,short,yes,yes,healthy,1,0,92104,0,15,YES,57,10/30/2019
ddd632a5f,Prince,dog,1,Mixed Breed,,Male,White,,,medium,short,no,no,healthy,1,0,92104,0,2,YES,3,10/31/2019
ddd7cc601,Chibi,dog,4,Mixed Breed,German Shepherd Dog,Female,Black,Brown,Golden,large,medium,yes,yes,healthy,1,0,92104,0,7,YES,2,11/1/2019
ddd926335,Paul,dog,9,Mixed Breed,,Male,Black,White,,medium,short,yes,yes,healthy,1,0,92102,0,14,NO,,
dde0775b8,BT2,dog,2,Mixed Breed,Mixed Breed,Female,Brown,White,,medium,medium,no,no,healthy,1,0,92104,0,2,NO,,
dde3750a1,Biddy,dog,1,Mixed Breed,,Female,Black,Brown,,medium,short,no,no,healthy,1,0,92104,0,9,YES,81,11/2/2019
dde4e26d1,Sheni,dog,5,Mixed Breed,,Female,White,,,medium,short,yes,yes,healthy,1,0,92104,0,5,YES,65,11/3/2019
dde8ffd00,Ger Ger,dog,2,Mixed Breed,,Female,Brown,,,medium,medium,no,no,healthy,1,0,92118,0,2,NO,,
dde9d290a,Doggie R12,dog,2,Mixed Breed,,Female,Black,White,,medium,short,no,no,healthy,1,0,92102,0,3,YES,17,11/4/2019
ddeeba131,Lucy,cat,6,Domestic Short Hair,,Female,Black,Brown,Golden,small,short,yes,yes,healthy,1,30,92102,0,1,YES,31,11/5/2019
ddf06fabf,,cat,3,Domestic Medium Hair,,Male,Black,Brown,,medium,medium,no,no,healthy,1,0,92104,0,1,NO,,
ddfea1140,Musang,cat,4,Tabby,,Male,Black,Gray,White,medium,short,no,no,healthy,1,0,92104,0,5,YES,1,11/6/2019
de01d00eb,,dog,3,Mixed Breed,,Female,Brown,,,medium,short,no,unknown,healthy,4,0,92101,0,4,NO,,
de0202010,Faye,dog,13,Labrador Retriever,,Female,Golden,,,large,short,yes,yes,healthy,1,0,92104,0,3,NO,,
de08c8d31,Tabby Girl 1,cat,2,Domestic Short Hair,,Female,Black,Brown,Gray,medium,short,no,no,healthy,1,50,92104,1,7,YES,57,11/7/2019
de0a86ccf,Pugsley,cat,3,Domestic Short Hair,,Male,Gray,White,,small,short,no,no,healthy,1,0,92104,0,7,YES,26,11/8/2019
de0f0272c,,cat,2,Domestic Short Hair,,Female,Black,Gray,White,medium,short,yes,no,healthy,2,0,92102,0,2,YES,8,11/9/2019
de0f96a50,Buddy,dog,2,Spitz,Mixed Breed,Male,Brown,,,medium,short,yes,yes,healthy,5,0,92104,0,3,NO,,
de12dc945,Fa Meow,cat,4,Calico,,Female,Black,Golden,White,medium,long,no,yes,healthy,1,100,92102,0,5,NO,,
de2d4f372,Juling,cat,7,Domestic Short Hair,,Male,Cream,White,,medium,short,yes,yes,healthy,1,50,92104,0,3,YES,4,11/10/2019
de34278bc,Healthy,dog,2,Mixed Breed,,Male,Black,,,medium,short,no,no,healthy,1,0,92104,0,4,NO,,
de35c9f48,JY-M-01,dog,2,Mixed Breed,,Male,Brown,,,medium,short,no,no,healthy,1,0,92111,0,2,NO,,
de41ebc79,MissyWhite,dog,2,Mixed Breed,,Female,White,,,medium,short,no,no,healthy,1,0,92104,0,5,NO,,
de43c6ce5,Persian Mix,cat,2,Persian,Domestic Short Hair,Female,Black,Golden,,small,medium,no,no,healthy,1,100,92111,0,3,YES,1,11/11/2019
de445d837,Tauriel,dog,3,Mixed Breed,,Female,Black,Brown,,medium,short,yes,no,healthy,1,0,92104,1,6,NO,,
de489fcd8,,dog,13,Mixed Breed,,Female,Black,Brown,,medium,short,unknown,yes,healthy,1,0,92104,0,5,NO,,
de4de2e7c,Tyger,cat,2,Domestic Short Hair,Torbie,Female,Brown,Yellow,Gray,medium,medium,no,no,healthy,1,15,92102,0,3,YES,2,11/12/2019
de591574b,Coco,dog,2,Mixed Breed,,Male,Brown,,,medium,short,no,no,healthy,1,0,92111,0,2,YES,46,11/13/2019
de59f42db,Guan Yin,dog,1,Mixed Breed,,Female,Cream,,,medium,short,no,no,healthy,1,0,92104,0,1,YES,23,11/14/2019
de61ca522,Lily,cat,12,Persian,,Female,Brown,Cream,,medium,medium,yes,no,healthy,1,400,92104,0,5,NO,,
de7114b0e,Roo,cat,1,Domestic Short Hair,,Female,Gray,,,small,medium,no,unknown,minor injury,1,0,92104,0,1,YES,29,11/15/2019
de813940a,"Hachi, Hashi",dog,1,Mixed Breed,,Male,Black,Brown,,medium,short,no,no,healthy,2,0,92102,0,4,NO,,
de884d234,Keon,cat,6,Domestic Short Hair,,Male,Brown,Golden,,medium,short,unknown,no,minor injury,1,0,92104,0,4,NO,,
de8b7400d,Puppy,dog,2,Mixed Breed,Mixed Breed,Male,Brown,Golden,Cream,small,short,no,unknown,healthy,3,0,92104,0,1,YES,32,11/16/2019
de97498e6,Miss Playful,dog,1,Mixed Breed,,Female,Black,Brown,White,medium,short,yes,unknown,healthy,2,45,92104,0,3,YES,75,11/17/2019
de993a4c9,Lucky,cat,3,Domestic Medium Hair,,Male,Golden,,,medium,medium,yes,unknown,healthy,1,0,92104,0,3,NO,,
de993d8ad,Little Worf,dog,4,Mixed Breed,,Male,Brown,,,medium,short,yes,unknown,healthy,1,0,92101,0,4,NO,,
de9e7e87d,Scruffy,dog,9,Mixed Breed,,Female,Golden,Yellow,Cream,small,medium,yes,yes,healthy,1,0,92104,0,3,NO,,
dea01911c,Terry,dog,12,Terrier,Mixed Breed,Male,Brown,White,,medium,short,no,no,healthy,1,0,92104,0,1,NO,,
dea0253b6,Snowy,cat,3,Domestic Short Hair,,Male,White,,,medium,short,no,no,healthy,1,30,92104,0,1,YES,24,11/18/2019
deaba5702,Ah Weng And Rocky,dog,20,Mixed Breed,,Male,Black,Brown,White,medium,short,unknown,unknown,healthy,2,0,92104,0,1,YES,32,11/19/2019
deac22864,No Name,cat,12,Domestic Medium Hair,,Female,Black,Brown,White,medium,medium,unknown,unknown,minor injury,1,0,92104,0,1,NO,,
deb0ad8cd,Next,cat,4,Domestic Short Hair,Domestic Medium Hair,Male,Black,White,,medium,medium,yes,no,healthy,1,0,92111,0,3,YES,39,11/20/2019
deb43659b,Blacky & Ned,cat,4,Somali,,Female,Black,Brown,Golden,medium,medium,no,no,healthy,2,0,92104,0,2,YES,21,11/3/2019
deb7136ba,White Spitz Mix,dog,12,Spitz,Mixed Breed,Female,White,,,medium,medium,unknown,unknown,healthy,1,0,92104,0,4,NO,,
debec416c,Simba,dog,2,Labrador Retriever,Beagle,Female,Brown,,,small,short,yes,no,healthy,1,0,92104,0,0,YES,30,11/22/2019
debf8e7e9,,cat,1,Domestic Short Hair,,Female,Black,Brown,White,small,short,no,no,minor injury,6,0,92104,1,2,YES,21,11/23/2019
ded3b183c,Jinger,dog,1,Mixed Breed,,Female,Cream,,,medium,medium,yes,no,healthy,1,0,92104,0,9,YES,69,11/24/2019
ded648294,Scratch,cat,3,Domestic Short Hair,Tortoiseshell,Female,Black,Brown,Cream,medium,short,yes,no,healthy,1,0,92104,0,6,YES,2,11/25/2019
ded8d95c0,Oreo,cat,2,Tuxedo,,Male,Black,White,,small,medium,no,no,healthy,1,0,92104,0,5,YES,47,11/26/2019
deda21b9a,Zone A3 P5,dog,2,Mixed Breed,,Female,Black,Brown,White,small,short,yes,no,healthy,1,0,92104,0,3,NO,,
dee525fcd,Pet Photography Advert Co-rescue #1,cat,5,Domestic Short Hair,,Female,Black,Golden,Gray,medium,short,unknown,yes,healthy,1,0,92102,0,1,YES,1,11/27/2019
deeea2b65,Blowy/blury,dog,5,Affenpinscher,,Female,Black,Yellow,White,medium,short,no,no,healthy,2,0,92104,0,2,NO,,
defc7be05,Angel,dog,2,Mixed Breed,,Female,Brown,,,medium,short,yes,no,healthy,1,0,92104,0,1,NO,,
defebd6b4,Little,cat,3,Domestic Short Hair,,Female,White,,,small,short,no,no,healthy,1,0,92111,0,3,YES,44,11/28/2019
df03e957d,Handsome,dog,1,Golden Retriever,Shar Pei,Male,Golden,,,medium,medium,no,unknown,healthy,1,0,92102,0,1,YES,2,11/29/2019
df07fa1b0,Peanutt,dog,4,Mixed Breed,Terrier,Female,Brown,White,,medium,short,yes,no,healthy,1,0,92104,0,16,YES,34,11/30/2019
df091dc6b,Black,cat,3,Domestic Medium Hair,,Male,Black,White,,medium,medium,no,no,healthy,1,0,92104,0,5,YES,2,12/1/2019
df0933e46,King,dog,2,Mixed Breed,,Male,Black,Brown,,large,short,unknown,no,healthy,1,0,92104,0,2,YES,10,12/2/2019
df09bd082,Fishball,cat,9,Domestic Short Hair,Domestic Short Hair,Male,Black,White,,medium,short,yes,yes,healthy,1,0,92104,0,2,NO,,
df0a5e6c5,Mace,dog,3,Mixed Breed,,Female,Brown,,,medium,short,yes,no,healthy,1,0,92102,0,1,YES,48,12/3/2019
df0b49ce7,Cute White Poodle Mix,dog,21,Poodle,,Male,White,,,small,medium,yes,no,healthy,1,450,92102,0,4,NO,,
df12e4d3b,Wailen And Feral,cat,5,Domestic Short Hair,Domestic Short Hair,Male,Black,Brown,Cream,small,short,no,no,healthy,2,50,92102,0,4,NO,,
df1507e61,"Lilo , Brownie",dog,0,Mixed Breed,Mixed Breed,Female,Black,Brown,,medium,medium,yes,no,healthy,2,0,92107,0,2,YES,4,12/4/2019
df17a57ae,Mia,cat,1,Domestic Short Hair,,Female,Black,,,medium,short,no,no,healthy,1,0,92104,0,2,YES,30,10/31/2019
df1d3b1ec,Booboo,cat,5,Domestic Medium Hair,,Female,Brown,Yellow,White,medium,medium,yes,no,healthy,1,0,92104,0,3,YES,40,12/6/2019
df2051351,"Jet Black, Sleek Puppies",dog,3,Labrador Retriever,Mixed Breed,Male,Black,,,medium,short,yes,no,healthy,1,270,92104,0,4,YES,11,12/7/2019
df25863ad,Lily,dog,2,Mixed Breed,,Female,Black,Brown,,medium,short,yes,no,healthy,1,0,92104,0,4,YES,30,12/8/2019
df26f1098,Nala,cat,4,Tabby,,Female,Yellow,White,,medium,short,yes,no,healthy,1,0,92102,0,7,YES,31,12/9/2019
df2d9957f,Noel,cat,2,Domestic Short Hair,,Female,Golden,Cream,White,medium,medium,yes,no,healthy,1,0,92104,0,7,YES,27,12/10/2019
df39a5468,Ninja,cat,0,Domestic Short Hair,,Male,Black,White,,medium,short,yes,yes,healthy,1,0,92104,0,10,NO,,
df4d893b9,Tyson,dog,2,Belgian Shepherd Malinois,Mixed Breed,Male,Brown,,,medium,short,unknown,no,healthy,1,0,92104,0,3,YES,34,12/11/2019
df5f12e58,MOCHIï¼ãã¡ï¼,cat,2,Domestic Short Hair,,Female,Black,White,,small,short,yes,no,healthy,1,0,92111,0,25,YES,51,12/12/2019
df6048227,Henry,dog,3,Mixed Breed,Labrador Retriever,Male,Brown,White,,medium,short,unknown,no,healthy,1,0,92104,0,3,YES,20,12/13/2019
df6205194,Nikita,dog,5,Mixed Breed,,Female,Brown,Golden,Yellow,medium,short,yes,unknown,healthy,1,0,92104,0,3,NO,,
df706fd55,4 Lil Mutts,dog,2,Mixed Breed,,Male,Black,Brown,White,medium,short,no,no,healthy,4,0,92104,0,4,YES,55,12/14/2019
df70eb456,Browny Brown,dog,8,Mixed Breed,,Female,Brown,,,large,medium,unknown,yes,healthy,1,0,92104,1,1,NO,,
df76ee4c1,Winter,dog,2,Mixed Breed,Mixed Breed,Female,White,,,medium,medium,no,no,healthy,1,0,92104,0,1,NO,,
df7aa79a4,Lulu,cat,3,Domestic Short Hair,Domestic Short Hair,Female,Black,Yellow,White,medium,short,no,no,healthy,1,0,92104,0,5,NO,,
df8425410,Rose,cat,5,Tabby,,Female,Black,Brown,Golden,medium,short,no,no,healthy,1,0,92104,0,2,NO,,
df874dd59,,cat,4,Domestic Short Hair,,Male,Black,Brown,Gray,small,short,unknown,unknown,healthy,1,0,92102,0,3,NO,,
df880995b,ChiChi,cat,9,Domestic Short Hair,Tabby,Male,Golden,,,medium,short,no,no,healthy,1,0,92104,0,5,YES,2,12/15/2019
df8ad80b3,Mia,dog,4,Mixed Breed,,Female,Black,Brown,White,medium,short,yes,no,healthy,1,0,92104,0,4,NO,,
df9a4b31f,Goofy,dog,5,German Shepherd Dog,,Male,Brown,Golden,,medium,medium,yes,no,healthy,1,0,92104,0,2,YES,51,12/16/2019
df9b18c1e,Milo,cat,6,Bengal,Domestic Short Hair,Female,Black,Brown,White,medium,short,no,no,healthy,2,50,92104,0,2,YES,20,12/17/2019
df9cc49a1,Brandy,dog,1,Mixed Breed,,Female,Cream,,,medium,medium,no,no,healthy,1,0,92104,0,4,YES,32,12/18/2019
dfa39b9f1,Diana,dog,1,Labrador Retriever,,Female,Black,Yellow,White,medium,short,no,no,healthy,1,0,92101,0,1,YES,2,12/19/2019
dfa8ac290,Pishtoolans,cat,12,Havana,Havana,Female,Black,,,medium,medium,yes,yes,healthy,1,0,92104,0,3,NO,,
dfaf47c11,Raisin,cat,1,Domestic Short Hair,,Female,Black,Brown,White,medium,short,no,no,healthy,1,0,92104,0,2,YES,2,12/20/2019
dfb0b0928,Malibu,cat,5,Oriental Short Hair,,Male,White,,,medium,short,yes,no,healthy,1,0,92111,0,1,YES,29,12/21/2019
dfb59bbe9,Ang Ang,dog,2,Mixed Breed,,Male,Black,Brown,White,medium,short,unknown,no,healthy,1,0,92104,0,6,YES,8,12/22/2019
dfb7301a8,Chumiko Chanteq,cat,8,Domestic Short Hair,,Female,Black,Golden,White,medium,short,no,no,healthy,1,10,92101,0,4,YES,76,12/23/2019
dfc8a8e9c,Callie,dog,1,Rat Terrier,Mixed Breed,Female,Black,Brown,White,medium,short,unknown,no,healthy,1,0,92104,0,4,YES,52,12/22/2019
dfcbce94d,PERRO,dog,2,Mixed Breed,,Female,Black,,,medium,short,yes,no,minor injury,1,0,92102,0,4,NO,,
dfcd19237,Harry,dog,4,Shih Tzu,,Male,Brown,Cream,Gray,small,long,unknown,no,healthy,1,500,92104,0,3,NO,,
dfd0fbde8,Skinny,dog,9,Mixed Breed,,Male,Brown,,,medium,medium,yes,yes,healthy,1,0,92111,0,5,NO,,
dfe361097,Coco Puff,cat,2,Domestic Short Hair,,Male,Black,Brown,Yellow,small,short,unknown,unknown,healthy,1,0,92102,0,4,YES,7,12/23/2019
dfe7a59b4,Spotty,dog,18,Beagle,Dalmatian,Male,Golden,White,,medium,short,yes,yes,healthy,1,0,92111,0,2,NO,,
dfe83669d,Joey,dog,2,Mixed Breed,,Female,Black,Brown,,medium,short,no,no,healthy,1,20,92111,0,1,YES,33,10/5/2019
dfefbcea0,Little Miss,cat,2,Domestic Short Hair,,Female,Black,Brown,Golden,small,short,no,no,healthy,1,0,92102,1,1,YES,56,12/27/2019
dff390828,Tomagochi,cat,3,Domestic Medium Hair,,Male,Black,Brown,Golden,small,medium,yes,yes,healthy,1,0,92101,0,5,YES,41,12/28/2019
dff412d60,Baby Rio,dog,2,Mixed Breed,Mixed Breed,Male,Black,,,medium,short,no,no,healthy,1,80,92104,0,9,YES,81,12/29/2019
dffa25e61,Rocky,dog,3,Mixed Breed,,Male,Black,Golden,White,medium,short,no,no,healthy,1,0,92118,0,1,YES,2,10/5/2019
dffa9e326,Mona,dog,3,Mixed Breed,,Female,Brown,,,large,medium,yes,no,healthy,1,0,92104,0,5,YES,88,10/6/2019
dffb9869f,Greyskull,cat,2,Persian,,Male,Gray,,,large,long,no,no,healthy,1,500,92111,0,2,YES,17,10/13/2019
dffd9f2ff,Litt' Vamp,cat,2,Domestic Short Hair,,Male,Black,White,,medium,short,yes,no,healthy,1,0,92104,0,4,YES,13,10/12/2019
dfff88c90,Onn Onn,cat,6,Tabby,,Female,Gray,,,small,short,no,no,healthy,1,0,92102,0,6,NO,,
